segment,task_id,soc,occupation_title,skill_onet_wa,dwa_titles,E_onet_task,classification,confidence,matched_categories,matched_indicators,task_text,justification
bottom20,2497,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks","['Estimating the Quantifiable Characteristics of Products, Events, or Information']",Calculate financial data.,0.36898812655143076,Not Intrapreneurial,High,,,"Perform financial calculations, such as amounts due, interest charges, balances, discounts, equity, and principal.","The task describes routine financial calculation and maintenance activities without signals of idea generation, opportunity discovery, advocacy, implementation of new business activities, managerial initiative, or eco-innovation. It aligns with routine execution/administrative work rather than any criteria I–VI."
bottom20,2493,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",['Working with Computers'],Code data or other information.,0.36898812655143076,Not Intrapreneurial,High,,Follow established procedures | Routine administrative/data coding,Code documents according to company procedures.,"This task describes routine execution of established procedures (administrative coding of documents) with no signals of opportunity discovery, planning, advocacy, implementation of new initiatives, innovation, risk-taking, managerial actions, or eco-innovation."
bottom20,18561,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",['Performing Administrative Activities'],Execute sales or other financial transactions.,0.36898812655143076,Not Intrapreneurial,High,,,Prepare and process payroll information.,"This task describes routine administrative payroll processing without signals of opportunity discovery, planning/advocacy, implementation of new business activities, innovation, risk-taking, managerial entrepreneurial actions, or eco-innovation. It aligns with maintenance/transactional bookkeeping duties in the provided occupation context."
bottom20,2501,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks","['Estimating the Quantifiable Characteristics of Products, Events, or Information']",Calculate financial data.,0.36898812655143076,Not Intrapreneurial,High,,,"Calculate and prepare checks for utilities, taxes, and other payments.","The task describes routine financial processing and administrative payment preparation without signals of idea generation, opportunity discovery, planning/advocacy for new initiatives, implementation of new business activities, innovation, risk-taking, managerial entrepreneurial actions, or eco-innovation. This aligns with non-entrepreneurial, maintenance/transactional work."
bottom20,2503,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",['Processing Information'],Reconcile records of sales or other financial transactions.,0.36898812655143076,Not Intrapreneurial,High,,,Reconcile records of bank transactions.,"This is routine financial record maintenance and reconciliation without signals of opportunity discovery, planning/advocacy, implementation of new ventures, innovation, or managerial entrepreneurial actions (does not meet criteria I–VI)."
bottom20,2491,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks","['Estimating the Quantifiable Characteristics of Products, Events, or Information']",Calculate financial data.,0.36898812655143076,Not Intrapreneurial,High,,,"Calculate, prepare, and issue bills, invoices, account statements, and other financial statements according to established procedures.","This task is routine, procedure-driven financial recordkeeping and document issuance without signals of opportunity discovery, planning/advocacy, implementation of new initiatives, innovation, risk-taking, managerial entrepreneurial actions, or eco-innovation; it matches maintenance/administrative work rather than criteria I–VI."
bottom20,2495,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",['Controlling Machines and Processes'],Operate office equipment.,0.36898812655143076,Not Intrapreneurial,High,,,"Operate 10-key calculators, typewriters, and copy machines to perform calculations and produce documents.","This task describes routine operation of office equipment to perform calculations and produce documents without any element of opportunity discovery, idea generation, planning/advocacy, innovation, managerial action, or eco-innovation. It matches routine execution/maintenance as typical for bookkeeping and clerical roles."
bottom20,2486,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",['Processing Information'],Verify accuracy of financial or transactional data.,0.36898812655143076,Not Intrapreneurial,High,,,"Check figures, postings, and documents for correct entry, mathematical accuracy, and proper codes.","The task describes routine verification and accuracy checking of financial records—administrative, maintenance work without signals of opportunity discovery, advocacy, implementation of new initiatives, risk-taking, or eco-innovation."
bottom20,19050,23-1012.00,Judicial Law Clerks,['Documenting/Recording Information'],Prepare documentation of legal proceedings. | Prepare legal documents.,0.4189607102712266,Not Intrapreneurial,High,,,"Prepare briefs, legal memoranda, or statements of issues involved in cases, including appropriate suggestions or recommendations.","Drafting briefs and memoranda with recommendations is routine legal analysis and documentation (administrative/professional support) rather than activity that discovers or implements new business opportunities, champions internal ventures, takes innovation risks, or performs role-specific managerial actions per criteria I–VI."
bottom20,19051,23-1012.00,Judicial Law Clerks,['Getting Information'],Research relevant legal materials to aid decision making.,0.4189607102712266,Not Intrapreneurial,High,,,"Research laws, court decisions, documents, opinions, briefs, or other information related to cases before the court.","The task describes routine legal research and information gathering to support case decision-making without generating new business ideas, planning or implementing innovations, advocating new initiatives, taking risks, or performing managerial actions to create new activities (no matches to criteria I–VI). This aligns with the Judicial Law Clerk context of sourcing information."
bottom20,19053,23-1012.00,Judicial Law Clerks,[],Evaluate information related to legal matters in public or personal records. | Review documents or materials for compliance with policies or regulations.,0.4189607102712266,Not Intrapreneurial,High,,,Review dockets of pending litigation to ensure adequate progress.,"The task describes routine monitoring and administrative oversight of case progress (maintenance/execution) rather than generating new opportunities, planning or implementing innovations, advocating new initiatives, taking risk, or performing managerial actions to create new business or eco-innovation. It aligns with routine compliance/administrative review from the judicial clerk context."
bottom20,19057,23-1012.00,Judicial Law Clerks,[],Enter codes or other information into computers. | Enter information into databases or software programs.,0.4189607102712266,Not Intrapreneurial,High,,,"Enter information into computerized court calendar, filing, or case management systems.","This task is routine data entry/administrative work for court case management without signals of opportunity discovery, planning, implementation of new business activities, innovation, or managerial actions (does not match criteria I–VI)."
bottom20,19047,23-1012.00,Judicial Law Clerks,['Documenting/Recording Information'],Prepare documentation of legal proceedings. | Prepare legal documents.,0.4189607102712266,Not Intrapreneurial,High,,,"Draft or proofread judicial opinions, decisions, or citations.","Task is routine legal drafting and proofreading focused on documentation/accuracy (maintenance/service) with no clear signals of opportunity discovery, planning/advocacy for new ventures, implementation of new business activities, innovation/risk-taking, managerial entrepreneurial actions, or eco-innovation. Role context (judicial law clerks; document preparation) supports routine administrative/professional execution."
bottom20,19052,23-1012.00,Judicial Law Clerks,"['Getting Information', 'Analyzing Data or Information']",Identify implications for cases from legal precedents or other legal information. | Research relevant legal materials to aid decision making.,0.4189607102712266,Not Intrapreneurial,High,,,"Review complaints, petitions, motions, or pleadings that have been filed to determine issues involved or basis for relief.","This task describes routine legal analysis and information-gathering to identify issues and bases for relief, aligning with maintenance/administrative duties rather than opportunity discovery, advocacy for new initiatives, implementation of new business activities, risk-taking innovation, managerial entrepreneurial actions, or eco-innovation (does not meet criteria I–VI)."
non_wawc,8870,11-3031.01,Treasurers and Controllers,"['Making Decisions and Solving Problems', 'Providing Consultation and Advice to Others']",Determine resource needs. | Recommend organizational process or policy changes.,,Intrapreneurial,High,II | V.B,"Plan and organize / develop recommendations for resource procurement | Identify, acquire, and deploy resources to pursue opportunities | Promote and champion recommendations (internal advocacy) for fund/investment decisions",Evaluate needs for procurement of funds and investment of surpluses and make appropriate recommendations.,"This task involves planning and recommending resource acquisition and deployment, which aligns with Planning/Preparation/Advocacy (II) and middle-level managerial actions (V.B) — identifying, acquiring, and deploying resources and promoting recommendations within the organization."
non_wawc,20168,11-3031.01,Treasurers and Controllers,"['Monitoring Processes, Materials, or Surroundings']",Monitor flow of cash or other resources. | Monitor organizational compliance with regulations.,,Not Intrapreneurial,High,,,"Monitor financial activities and details, such as cash flow and reserve levels, to ensure that all legal and regulatory requirements are met.","This task describes routine monitoring and compliance activities (tracking cash flow, reserves, ensuring legal/regulatory requirements) without signals of opportunity discovery, innovation, planning/advocacy, implementation of new initiatives, risk-taking, or eco-innovation. It aligns with operational/administrative monitoring rather than intrapreneurial behaviors."
non_wawc,8861,11-3031.01,Treasurers and Controllers,['Making Decisions and Solving Problems'],Approve expenditures.,,Not Intrapreneurial,High,,,"Receive, record, and authorize requests for disbursements in accordance with company policies and procedures.","The task describes routine processing, recordkeeping, and authorization per existing policies—administrative financial control work without signals of opportunity discovery, innovation, planning for new business, advocacy, implementation of new initiatives, risk-taking, managerial entrepreneurial actions, or eco-innovation."
non_wawc,8865,11-3031.01,Treasurers and Controllers,"['Guiding, Directing, and Motivating Subordinates']",Direct financial operations.,,Intrapreneurial,High,V.A | II | III,Direct roles and direct financial operations | Plan and organize financial plans and budgets | Acquire/deploy resources and manage implementation,"Coordinate and direct the financial planning, budgeting, procurement, or investment activities of all or part of an organization.","This is a senior managerial action involving direction and coordination of financial resources, planning, and deployment—matching role-specific managerial behaviors (V.A). It also involves planning/organizing and resource acquisition/deployment consistent with Planning/Preparation (II) and Execution/Implementation (III) when used to advance new initiatives or reconfigure activities."
non_wawc,8867,11-3031.01,Treasurers and Controllers,['Analyzing Data or Information'],Analyze financial records to improve efficiency.,,Intrapreneurial,High,I | II,Search for opportunities through analysis and market/internal scanning | Recognize and perceive opportunities worth pursuing | Identify areas for improvement to inform planning and resource allocation,"Analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed.","The task explicitly seeks to identify development opportunities and improvement areas from financial analysis, matching Opportunity Discovery and Idea Generation (I) by scanning for opportunities and anticipating areas to pursue; it also supports Planning/Preparation (II) by informing potential business or efficiency plans within the organization. Metadata (treasurers/controllers analyzing records) reinforces internal opportunity discovery."
non_wawc,8873,11-3031.01,Treasurers and Controllers,"['Estimating the Quantifiable Characteristics of Products, Events, or Information']",Calculate financial data.,,Not Intrapreneurial,High,,,"Compute, withhold, and account for all payroll deductions.","This is routine administrative payroll processing (calculating, withholding, and accounting deductions) without signals of opportunity discovery, planning/advocacy, implementation of new ventures, innovation, risk-taking, managerial entrepreneurial actions, or eco-innovation. It aligns with maintenance/service work rather than criteria I–VI."
non_wawc,1021,11-3061.00,Purchasing Managers,"['Getting Information', 'Communicating with Supervisors, Peers, or Subordinates']","Coordinate with external parties to exchange information. | Interview employees, customers, or others to collect information.",,Not Intrapreneurial,High,,,"Locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales.","The task is routine vendor sourcing and information gathering focused on product availability and sales terms, which aligns with procurement/coordination activities rather than opportunity discovery, planning, implementation, innovation, or managerial actions described in criteria I–VI."
non_wawc,1033,11-3061.00,Purchasing Managers,['Documenting/Recording Information'],"Prepare financial documents, reports, or budgets.",,Not Intrapreneurial,High,,,Prepare bid awards requiring board approval.,"This is routine, administrative preparation of approval materials for the board (documenting/recording, budgeting/reporting). It lacks signals of opportunity discovery, advocacy to build new ventures, implementation of new products, risk-taking, or eco-innovation (criteria I–VI)."
non_wawc,1025,11-3061.00,Purchasing Managers,['Evaluating Information to Determine Compliance with Standards'],Examine financial records to ensure compliance with policies or regulations.,,Not Intrapreneurial,High,,,Review purchase order claims and contracts for conformance to company policy.,"This task is routine compliance and administrative review of purchase orders/contracts against company policy, which aligns with maintenance/verification work rather than opportunity discovery, planning, implementation, innovation, risk-taking, or managerial actions to create new business (does not meet criteria I–VI)."
non_wawc,1031,11-3061.00,Purchasing Managers,"['Processing Information', 'Making Decisions and Solving Problems']",Approve expenditures. | Verify information or specifications.,,Not Intrapreneurial,High,,,"Review, evaluate, and approve specifications for issuing and awarding bids.","This task describes routine procurement review and approval (administrative/specification verification) without signals of opportunity discovery, new product/service design, advocacy for new business ventures, implementation of novel initiatives, risk-taking, or eco-innovation. It aligns with standard purchasing/approval work rather than intrapreneurial behaviors (I–VI)."
non_wawc,1035,11-3061.00,Purchasing Managers,"['Guiding, Directing, and Motivating Subordinates']",Direct financial operations.,,Not Intrapreneurial,High,,,Administer online purchasing systems.,"This is routine administration/maintenance of systems without signals of opportunity discovery, idea generation, advocacy, launching new business activities, innovation/risk-taking, or eco-innovation. Context (purchasing manager role) suggests operational system management rather than entrepreneurial actions."
non_wawc,1022,11-3061.00,Purchasing Managers,['Documenting/Recording Information'],Prepare forms or applications.,,Not Intrapreneurial,High,,,Prepare and process requisitions and purchase orders for supplies and equipment.,"This is routine administrative procurement work—preparing and processing requisitions and purchase orders—focused on transaction execution and recordkeeping rather than opportunity discovery, planning/advocacy, implementation of new business activities, innovation, risk-taking, managerial entrepreneurial actions, or eco-innovation."
non_wawc,1026,11-3061.00,Purchasing Managers,"['Analyzing Data or Information', 'Making Decisions and Solving Problems']",Analyze data to inform operational decisions or activities. | Implement transportation changes to reduce environmental impact.,,Intrapreneurial,High,I,Scan the environment for opportunities and threats | Recognize and perceive opportunities worth pursuing | Anticipate problems and opportunities | Acquire information about competitors/market,Analyze market and delivery systems to assess present and future material availability.,"The task involves scanning markets and delivery systems to anticipate present and future material availability—an information-gathering and opportunity/threat-scanning activity that aligns with Opportunity Discovery and Idea Generation (Criterion I). As a purchasing-manager activity, it supports identifying supply risks and strategic sourcing opportunities."
non_wawc,1020,11-3061.00,Purchasing Managers,['Documenting/Recording Information'],Maintain operational records.,,Not Intrapreneurial,High,,,Maintain records of goods ordered and received.,"This is routine administrative/recordkeeping (maintenance of operational records) without signals of opportunity discovery, planning/advocacy, implementation of new initiatives, innovation, risk-taking, managerial entrepreneurial actions, or eco-innovation."
non_wawc,20942,11-3071.04,Supply Chain Managers,['Making Decisions and Solving Problems'],Estimate cost or material requirements. | Estimate labor requirements.,,Intrapreneurial,Medium,II | V.B,"Plan and organize resource needs (develop staffing/equipment plans) | Identify, acquire, and deploy resources to pursue operational opportunities | Propose and interpret operational requirements to improve competitiveness","Determine appropriate equipment and staffing levels to load, unload, move, or store materials.","This task involves planning and allocating resources (equipment and staffing) and organizing operations—matching role-specific managerial and planning behaviors (Criteria II and V.B). As a supply chain managerial decision it entails identifying, acquiring, and deploying resources to pursue operational objectives."
non_wawc,20943,11-3071.04,Supply Chain Managers,['Monitoring and Controlling Resources'],Manage inventories of products or organizational resources.,,Not Intrapreneurial,High,,,"Manage activities related to strategic or tactical purchasing, material requirements planning, controlling inventory, warehousing, or receiving.","The task describes routine supply chain management and operational control (purchasing, MRP, inventory, warehousing, receiving) focused on execution and maintenance rather than generating or implementing new business opportunities, advocating innovation, or undertaking risk-taking entrepreneurial actions. It lacks signals of opportunity discovery, business planning, championing new initiatives, or eco-innovation specific changes."
non_wawc,15680,11-3071.04,Supply Chain Managers,['Making Decisions and Solving Problems'],Implement transportation changes to reduce environmental impact.,,Intrapreneurial,Medium,III | V.C | VI,Implement new logistics/route decisions to pursue efficiencies | Take charge and put effort into pursuing new operational solutions | Experiment/adjust processes for operational improvements | Reduce material/energy use and emissions via consolidation,Select transportation routes to maximize economy by combining shipments or consolidating warehousing and distribution.,Task involves actively redesigning logistics to create efficiency and cost savings (execution/implementation) and consolidating shipments/warehousing that reduces resource use and emissions (eco-innovation). It reflects first-level managerial/process adjustment and operational experimentation to improve performance.
non_wawc,15700,11-3071.04,Supply Chain Managers,['Developing Objectives and Strategies'],"Develop operating strategies, plans, or procedures.",,Intrapreneurial,High,II | V.B,Plan and organize / develop procedures | Design new processes to coordinate functions | Link groups and build internal coordination | Acquire and deploy resources to support procedures,"Develop procedures for coordination of supply chain management with other functional areas, such as sales, marketing, finance, production, or quality assurance.","This task involves planning and designing new procedures, organizing cross-functional coordination, and linking internal groups—actions that match Planning/Preparation (II) and Middle-Level Managerial Actions (V.B) for pursuing new or improved business processes within the organization."
non_wawc,15696,11-3071.04,Supply Chain Managers,['Analyzing Data or Information'],Analyze data to inform operational decisions or activities.,,Intrapreneurial,High,I | II | III | V.C,Identify opportunities to increase inventory turns and reduce waste | Search for ways to optimize customer service through inventory analysis | Design/prepare changes to inventory practices (planning and execution) | Experiment/adjust operational processes for improvement,"Analyze inventories to determine how to increase inventory turns, reduce waste, or optimize customer service.","The task involves opportunity discovery (identifying ways to increase turns and reduce waste) and planning/implementation implications (designing changes to inventory practices to optimize customer service), aligning with criteria I (identify opportunities), II (convert findings into plans/resources), and III (implement/manage solutions). As a supply chain managerial task it also maps to first-level managerial/operational improvement actions."
non_wawc,15697,11-3071.04,Supply Chain Managers,['Analyzing Data or Information'],Analyze data to assess operational or project effectiveness.,,Not Intrapreneurial,High,,,Analyze information about supplier performance or procurement program success.,"This task describes routine analysis/assessment of supplier or program performance (monitoring and evaluation) rather than generating new opportunities, planning and advocating new initiatives, implementing new business activities, or taking innovative/risk-taking actions. It aligns with maintenance/operational evaluation rather than criteria I–VI for intrapreneurship."
non_wawc,20945,11-3071.04,Supply Chain Managers,"['Monitoring Processes, Materials, or Surroundings']",Monitor performance of organizational members or partners.,,Not Intrapreneurial,High,,,Monitor suppliers' activities to assess performance in meeting quality or delivery requirements.,"The task describes routine monitoring and performance assessment of suppliers (operational oversight/maintenance) without signals of idea generation, opportunity discovery, advocacy, implementation of new business activities, or risk-taking. This aligns with routine execution and administrative monitoring rather than criteria I–VI for intrapreneurial behavior."
non_wawc,20946,11-3071.04,Supply Chain Managers,"['Monitoring Processes, Materials, or Surroundings']",Monitor external affairs or events affecting business operations.,,Intrapreneurial,Medium,I,Scan the environment for opportunities and threats | Anticipate problems and opportunities | Recognize and perceive opportunities worth pursuing,Monitor forecasts and quotas to identify changes and predict effects on supply chain activities.,"Monitoring forecasts and quotas to identify changes and predict effects is proactive scanning and anticipation of opportunities/threats, aligning with Opportunity Discovery and Idea Generation (I). In a supply-chain managerial context this behavior supports recognizing future problems/opportunities that can be acted on (potentially informing planning or advocacy)."
non_wawc,15691,11-3071.04,Supply Chain Managers,['Documenting/Recording Information'],Document organizational or operational procedures.,,Not Intrapreneurial,High,,,"Document physical supply chain processes, such as workflows, cycle times, position responsibilities, or system flows.","This task is routine documentation and process recording without signals of generating opportunities, planning new business initiatives, implementing innovations, taking risks, or eco-innovation actions. It aligns with maintenance/administrative work rather than criteria I–VI."
non_wawc,985,11-3121.00,Human Resources Managers,['Interpreting the Meaning of Information for Others'],Communicate organizational policies and procedures.,,Not Intrapreneurial,High,,,"Provide current and prospective employees with information about policies, job duties, working conditions, wages, opportunities for promotion, and employee benefits.","This is routine communication and administration of HR policies and job information without signals of opportunity discovery, planning, advocacy, implementation of new business activities, innovation, or risk-taking; aligns with non-entrepreneurial maintenance/service tasks."
non_wawc,982,11-3121.00,Human Resources Managers,"['Guiding, Directing, and Motivating Subordinates', 'Staffing Organizational Units']",Administer compensation or benefits programs. | Manage human resources activities.,,Not Intrapreneurial,High,,,"Administer compensation, benefits, and performance management systems, and safety and recreation programs.","The task describes routine administration and maintenance of HR systems and programs without signals of opportunity discovery, idea generation, advocacy, implementation of new business activities, innovation, or calculated risk-taking. This aligns with routine/administrative work rather than criteria I–VI."
non_wawc,994,11-3121.00,Human Resources Managers,['Analyzing Data or Information'],Analyze data to inform personnel decisions.,,Intrapreneurial,High,I | II | V.B,"Identify and determine causes of problems (recognize opportunities/threats; anticipate problems) | Develop recommendations to improve policies (plan, design changes, convert analysis into action) | Propose and interpret improvements as a manager (shepherd and endorse organizational changes)",Analyze statistical data and reports to identify and determine causes of personnel problems and develop recommendations for improvement of organization's personnel policies and practices.,"The task involves diagnosing problems and developing recommendations for organizational policy/practice improvements, which matches Opportunity Discovery (identifying problems/opportunities) and Planning/Preparation (developing recommendations and plans). As an HR manager, this also reflects middle-level managerial actions to interpret and propose organizational improvements (V.B)."
non_wawc,993,11-3121.00,Human Resources Managers,"['Processing Information', 'Documenting/Recording Information']",Compile operational data. | Maintain personnel records.,,Not Intrapreneurial,High,,,"Maintain records and compile statistical reports concerning personnel-related data such as hires, transfers, performance appraisals, and absenteeism rates.","The task describes routine record-keeping and reporting (maintenance and compilation of personnel statistics) without signals of opportunity discovery, advocacy, implementation of new business ideas, innovation, or managerial actions to create new activities. It aligns with administrative/documentation duties rather than criteria I–VI."
non_wawc,1002,11-3121.00,Human Resources Managers,['Staffing Organizational Units'],Administer standardized physical or psychological tests. | Perform human resources activities.,,Not Intrapreneurial,High,,Develop/administer tests as standard HR assessment work (routine execution) | Evaluate applicant tests (assessment maintenance and decision support),"Develop, administer, and evaluate applicant tests.","This is a routine HR staffing activity focused on developing and administering assessments and evaluating results — primarily operational/administrative rather than discovering new opportunities, championing innovations, or implementing new business ventures. It lacks clear signals of opportunity scanning, internal advocacy, launching new products, risk-taking, or eco-innovation (criteria I–VI)."
non_wawc,49,11-9111.00,Medical and Health Services Managers,"['Thinking Creatively', 'Documenting/Recording Information']",Develop computer or information systems. | Maintain operational records.,,Intrapreneurial,Medium,II | III | V.C,Design new products or recombine resources -> develop computerized systems | Plan and organize / convert ideas into feasible plans -> system development | Implement new ideas / lead exploitation -> implement and maintain systems | Experiment to surface operational ideas for innovative improvements -> adjust processes through system maintenance,"Develop and maintain computerized record management systems to store and process data, such as personnel activities and information, and to produce reports.","Developing and maintaining computerized record systems involves designing and implementing new or improved information systems (planning/design and execution) and adjusting operational processes within an organization. For a Medical and Health Services Manager this aligns with II (design/plan systems, convert ideas into feasible solutions), III (implement new systems, lead effort and processes), and V.C (adjust processes/experiment to improve operations)."
non_wawc,51,11-9111.00,Medical and Health Services Managers,"['Guiding, Directing, and Motivating Subordinates']",Direct financial operations. | Prepare operational budgets.,,Not Intrapreneurial,High,,,"Conduct and administer fiscal operations, including accounting, planning budgets, authorizing expenditures, establishing rates for services, and coordinating financial reporting.","The task describes routine financial management and administrative control (accounting, budgeting, authorizing expenditures, rate-setting, reporting) without explicit signals of opportunity discovery, innovation, advocacy for new ventures, implementation of new business activities, or eco-innovation. It aligns with routine managerial/operational duties rather than the intrapreneurial criteria (I–VI)."
non_wawc,55,11-9111.00,Medical and Health Services Managers,['Updating and Using Relevant Knowledge'],Maintain knowledge of current developments in area of expertise.,,Intrapreneurial,High,I,"Scan the environment for opportunities and threats | Search out new techniques, technologies, and product ideas | Anticipate problems and opportunities | Acquire information relevant to strategic decisions","Maintain awareness of advances in medicine, computerized diagnostic and treatment equipment, data processing technology, government regulations, health insurance changes, and financing options.","The task involves proactive environmental scanning and information gathering about technologies, regulations, and market/financing changes, matching Opportunity Discovery and Idea Generation (I) by searching for new techniques and anticipating opportunities/threats relevant to organizational strategy and innovation."
non_wawc,52,11-9111.00,Medical and Health Services Managers,"['Guiding, Directing, and Motivating Subordinates']",Prepare staff schedules or work assignments.,,Not Intrapreneurial,High,,,"Establish work schedules and assignments for staff, according to workload, space, and equipment availability.","This is routine operational scheduling and resource allocation without signals of opportunity discovery, idea generation, advocacy for new ventures, implementation of novel initiatives, risk-taking, or eco-innovation. It matches ordinary administrative/operational duties of health services managers rather than any I–VI intrapreneurial criteria."
non_wawc,61,11-9111.00,Medical and Health Services Managers,"['Monitoring Processes, Materials, or Surroundings', 'Analyzing Data or Information']",Analyze risks to minimize losses or damages. | Monitor facilities or operational systems.,,Intrapreneurial,High,II | V.A | V.B,Plan and organize using analysis to aid planning | Acquire and deploy resources or inform cash and risk management decisions | Scan/monitor facility activities to identify opportunities to improve service utilization,Review and analyze facility activities and data to aid planning and cash and risk management and to improve service utilization.,"The task involves analyzing operations and using findings to aid planning, cash and risk management, and improve service utilization — activities that align with planning/preparation and role-specific managerial actions to identify and deploy improvements (criteria II and V). As a Medical and Health Services Manager role, this is managerial, strategic, and improvement-focused rather than routine maintenance."
non_wawc,57,11-9111.00,Medical and Health Services Managers,['Documenting/Recording Information'],Prepare operational progress or status reports.,,Not Intrapreneurial,High,,Prepare status/implementation reports | Documenting/informing management | Routine progress reporting,"Prepare activity reports to inform management of the status and implementation plans of programs, services, and quality initiatives.","This is routine documentation and status reporting to inform management rather than generating, advocating, planning, or implementing new opportunities. It lacks signals of idea generation, resource acquisition, championing, implementation leadership, innovative risk-taking, or explicit eco-innovation action."
non_wawc,18037,11-9199.01,Regulatory Affairs Managers,['Evaluating Information to Determine Compliance with Standards'],Review documents or materials for compliance with policies or regulations.,,Not Intrapreneurial,High,,Routine compliance/document review | Ensure accuracy and timeliness (maintenance) | Administrative verification against standards,"Review all regulatory agency submission materials to ensure timeliness, accuracy, comprehensiveness, or compliance with regulatory standards.","The task is routine compliance review focused on timeliness, accuracy, comprehensiveness, and regulatory standards—maintenance/administrative work rather than generating opportunities, planning new ventures, implementing innovations, taking entrepreneurial risks, or eco-innovation. It aligns with standard document review and compliance duties rather than criteria I–VI."
non_wawc,18022,11-9199.01,Regulatory Affairs Managers,"['Guiding, Directing, and Motivating Subordinates']",Manage control system activities in organizations.,,Not Intrapreneurial,High,,,"Direct the preparation and submission of regulatory agency applications, reports, or correspondence.","This task is routine regulatory compliance and managerial oversight of administrative submissions rather than generating or implementing new business opportunities, innovation, or eco-initiatives. While it involves directing work (a managerial duty), it lacks evidence of opportunity discovery, advocacy for new ventures, implementation of novel products/processes, or risk-taking as described in criteria I–VI. Metadata (regulatory affairs, control system management) supports a compliance/control context."
non_wawc,18030,11-9199.01,Regulatory Affairs Managers,['Updating and Using Relevant Knowledge'],Maintain knowledge of current developments in area of expertise.,,Not Intrapreneurial,High,,,"Maintain current knowledge of relevant regulations, including proposed and final rules.","This is routine monitoring and knowledge maintenance (updating expertise) without signals of idea generation, planning/advocacy, implementation of new business activities, risk-taking, managerial actions to create ventures, or eco-innovation. It aligns with ongoing administrative/professional maintenance rather than intrapreneurial initiative."
non_wawc,18038,11-9199.01,Regulatory Affairs Managers,['Evaluating Information to Determine Compliance with Standards'],Examine marketing materials to ensure compliance with policies or regulations.,,Not Intrapreneurial,High,,,Review materials such as marketing literature or user manuals to ensure that regulatory agency requirements are met.,"This is a compliance review/quality-control activity focused on ensuring materials meet regulatory requirements. It is routine, administrative assurance work without signals of opportunity discovery, planning/advocacy for new initiatives, implementation of new business activities, innovation or risk-taking described in criteria I–VI."
non_wawc,18032,11-9199.01,Regulatory Affairs Managers,"['Monitoring Processes, Materials, or Surroundings']",Monitor external affairs or events affecting business operations.,,Intrapreneurial,High,I | V.A,Scan the environment for opportunities and threats | Recognize and perceive opportunities worth pursuing / anticipate problems and opportunities | Focus on scanning the environment for opportunities and threats (senior-level managerial action),Monitor emerging trends regarding industry regulations to determine potential impacts on organizational processes.,"Monitoring emerging regulatory trends is active opportunity/threat scanning and anticipation of impacts, aligning with Opportunity Discovery (I) and senior-level environment scanning/strategic role actions (V.A). The regulatory-affairs context implies assessing external changes to inform organizational adaptation or new initiatives."
non_wawc,1146,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",['Analyzing Data or Information'],Evaluate applicable laws and regulations to determine impact on organizational activities.,,Not Intrapreneurial,High,,Routine compliance and following regulations | Administrative monitoring of legal requirements,Monitor and follow applicable laws and regulations.,"This is routine compliance and administrative monitoring of laws/regulations without signals of opportunity discovery, advocacy, planning, implementation of new business activities, innovation, or managerial entrepreneurial actions (does not match criteria I–VI)."
non_wawc,1143,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products","['Performing Administrative Activities', 'Monitoring and Controlling Resources']",Execute sales or other financial transactions. | Purchase products or services.,,Not Intrapreneurial,High,,,"Prepare purchase orders, solicit bid proposals, and review requisitions for goods and services.","This is routine procurement/administrative work involving order preparation, solicitation of bids, and requisition review—tasks focused on executing established purchasing processes rather than discovering opportunities, planning new business initiatives, implementing innovations, taking risks, or performing managerial entrepreneurial actions (does not meet criteria I–VI). Metadata (purchasing agent role, administrative skills) reinforces the administrative nature."
non_wawc,1145,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",['Analyzing Data or Information'],Analyze business or financial data.,,Not Intrapreneurial,High,,,"Analyze price proposals, financial reports, and other data and information to determine reasonable prices.","The task describes routine analytical evaluation and price determination without signaling idea generation, business planning, championing, implementation of new initiatives, risk-taking, managerial action to create new business, or eco-innovation. It aligns with standard procurement/price-analysis duties rather than intrapreneurial behaviors (I–VI)."
non_wawc,1151,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products","['Documenting/Recording Information', 'Monitoring and Controlling Resources']",Maintain data in information systems or databases. | Monitor inventories of products or materials.,,Not Intrapreneurial,High,,,"Maintain and review computerized or manual records of purchased items, costs, deliveries, product performance, and inventories.","This task describes routine record-keeping, monitoring, and review (administrative inventory/purchasing records) without signals of opportunity discovery, planning/advocacy, implementation of new initiatives, innovation, risk-taking, managerial entrepreneurial actions, or eco-innovation."
