task_id,run1,run2,run3,vote_count,consensus,agreement,unanimous,majority,segment,occupation_title,task_text
14732,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Web Administrators,"Determine sources of Web page or server problems, and take action to correct such problems."
14733,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Web Administrators,"Review or update Web page content or links in a timely manner, using appropriate tools."
14734,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Web Administrators,"Monitor systems for intrusions or denial of service attacks, and report security breaches to appropriate personnel."
14740,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Web Administrators,"Implement updates, upgrades, and patches in a timely manner to limit loss of service."
14743,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Web Administrators,"Install or configure Web server software or hardware to ensure that directory structure is well-defined, logical, and secure, and that files are named properly."
14744,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Web Administrators,"Gather, analyze, or document user feedback to locate or resolve sources of problems."
14749,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Web Administrators,"Track, compile, and analyze Web site usage data."
14750,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Web Administrators,"Test issues such as system integration, performance, and system security on a regular schedule or after any major program modifications."
14758,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Web Administrators,"Correct testing-identified problems, or recommend actions for their resolution."
14762,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Web Administrators,Set up or maintain monitoring tools on Web servers or Web sites.
15206,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Network and Computer Systems Administrators,"Configure, monitor, and maintain email applications or virus protection software."
15228,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Graphic Designers,"Maintain archive of images, photos, or previous work products."
15229,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Graphic Designers,Research new software or design concepts.
15414,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,top20,Quality Control Systems Managers,Review quality documentation necessary for regulatory submissions and inspections.
15415,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,top20,Quality Control Systems Managers,Review and update standard operating procedures or quality assurance manuals.
15416,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,top20,Quality Control Systems Managers,"Produce reports regarding nonconformance of products or processes, daily production quality, root cause analyses, or quality trends."
15423,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,top20,Quality Control Systems Managers,"Document testing procedures, methodologies, or criteria."
15424,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,top20,Quality Control Systems Managers,"Direct the tracking of defects, test results, or other regularly reported quality control data."
15425,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,top20,Quality Control Systems Managers,Create and implement inspection and testing criteria or procedures.
15427,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,top20,Quality Control Systems Managers,"Communicate quality control information to all relevant organizational departments, outside vendors, or contractors."
15428,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,top20,Quality Control Systems Managers,Analyze quality control test results and provide feedback and interpretation to production management or staff.
15430,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,top20,Quality Control Systems Managers,Monitor performance of quality control systems to ensure effectiveness and efficiency.
15456,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,top20,Biofuels Production Managers,"Review logs, datasheets, or reports to ensure adequate production levels or to identify abnormalities with biofuels production equipment or processes."
15457,Intrapreneurial,Not Intrapreneurial,Intrapreneurial,3,Intrapreneurial,2,False,True,top20,Biofuels Production Managers,Prepare and manage biofuels plant or unit budgets.
15458,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,top20,Biofuels Production Managers,"Monitor meters, flow gauges, or other real-time data to ensure proper operation of biofuels production equipment, implementing corrective measures as needed."
15459,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,top20,Biofuels Production Managers,"Conduct cost, material, and efficiency studies for biofuels production plants or operations."
15460,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,top20,Biofuels Production Managers,"Approve proposals for the acquisition, replacement, or repair of biofuels processing equipment or the implementation of new production processes."
15461,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,top20,Biofuels Production Managers,"Adjust temperature, pressure, vacuum, level, flow rate, or transfer of biofuels to maintain processes at required levels."
15583,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Clinical Research Coordinators,"Review scientific literature, participate in continuing education activities, or attend conferences and seminars to maintain current knowledge of clinical studies affairs and issues."
15584,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Clinical Research Coordinators,Register protocol patients with appropriate statistical centers as required.
15590,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Clinical Research Coordinators,Contact industry representatives to ensure equipment and software specifications necessary for successful study completion.
15592,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Clinical Research Coordinators,Track enrollment status of subjects and document dropout information such as dropout causes and subject contact efforts.
15593,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Clinical Research Coordinators,"Review proposed study protocols to evaluate factors such as sample collection processes, data management plans, or potential subject risks."
15594,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Clinical Research Coordinators,Record adverse event and side effect data and confer with investigators regarding the reporting of events to oversight agencies.
15595,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Clinical Research Coordinators,"Prepare study-related documentation, such as protocol worksheets, procedural manuals, adverse event reports, institutional review board documents, or progress reports."
15598,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Clinical Research Coordinators,Order drugs or devices necessary for study completion.
15600,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Clinical Research Coordinators,Maintain contact with sponsors to schedule and coordinate site visits or to answer questions about issues such as incomplete data.
15607,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Clinical Research Coordinators,Communicate with laboratories or investigators regarding laboratory findings.
15608,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Clinical Research Coordinators,"Collaborate with investigators to prepare presentations or reports of clinical study procedures, results, and conclusions."
15609,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Clinical Research Coordinators,"Code, evaluate, or interpret collected study data."
15612,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Clinical Research Coordinators,"Schedule subjects for appointments, procedures, or inpatient stays as required by study protocols."
15614,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Clinical Research Coordinators,"Maintain required records of study activity including case report forms, drug dispensation records, or regulatory forms."
15680,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Supply Chain Managers,Select transportation routes to maximize economy by combining shipments or consolidating warehousing and distribution.
15691,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Supply Chain Managers,"Document physical supply chain processes, such as workflows, cycle times, position responsibilities, or system flows."
15696,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Supply Chain Managers,"Analyze inventories to determine how to increase inventory turns, reduce waste, or optimize customer service."
15697,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Supply Chain Managers,Analyze information about supplier performance or procurement program success.
15700,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Supply Chain Managers,"Develop procedures for coordination of supply chain management with other functional areas, such as sales, marketing, finance, production, or quality assurance."
15703,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Online Merchants,"Upload digital media, such as photos, video, or scanned images to online storefront, auction sites, or other shopping Web sites."
15704,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Online Merchants,Order or purchase merchandise to maintain optimal inventory levels.
15707,Not Intrapreneurial,Not Intrapreneurial,Ambiguous,3,Not Intrapreneurial,2,False,True,middle60,Online Merchants,Determine and set product prices.
15709,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Online Merchants,Deliver e-mail confirmation of completed transactions and shipment.
15710,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Online Merchants,"Create, manage, or automate orders or invoices, using order management or invoicing software."
15711,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Online Merchants,Create or maintain database of customer accounts.
15714,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Online Merchants,Cancel orders based on customer requests or inventory or delivery problems.
15717,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Online Merchants,"Promote products in online communities through weblog or discussion-forum postings, e-mail marketing programs, or online advertising."
15721,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,middle60,Online Merchants,"Investigate products or markets to determine areas for opportunity or viability for merchandising specific products, using online or offline sources."
15728,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Online Merchants,"Correspond with online customers via electronic mail, telephone, or other electronic messaging to address questions or complaints about products, policies, or shipping methods."
15730,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Online Merchants,"Calculate purchase subtotals, taxes, and shipping costs for submission to customers."
15731,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Online Merchants,"Receive and process payments from customers, using electronic transaction services."
15732,Not Intrapreneurial,Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,2,False,True,middle60,Online Merchants,"Prepare or organize online storefront marketing material, including product descriptions or subject lines, optimizing content to search engine criteria."
15734,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Online Merchants,"Compose descriptions of merchandise for posting to online storefront, auction sites, or other shopping Web sites."
15735,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Online Merchants,"Calculate revenue, sales, and expenses, using financial accounting or spreadsheet software."
15883,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Logistics Analysts,Enter logistics-related data into databases.
15884,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Logistics Analysts,Develop or maintain payment systems to ensure accuracy of vendor payments.
15885,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Logistics Analysts,Determine packaging requirements.
15887,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Logistics Analysts,Contact potential vendors to determine material availability.
15889,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Logistics Analysts,"Communicate with or monitor service providers, such as ocean carriers, air freight forwarders, global consolidators, customs brokers, or trucking companies."
15890,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Logistics Analysts,Track product flow from origin to final delivery.
15893,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Logistics Analysts,Recommend improvements to existing or planned logistics processes.
15894,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Logistics Analysts,"Provide ongoing analyses in areas such as transportation costs, parts procurement, back orders, or delivery processes."
15895,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Logistics Analysts,Prepare reports on logistics performance measures.
15897,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Logistics Analysts,"Monitor inventory transactions at warehouse facilities to assess receiving, storage, shipping, or inventory integrity."
15898,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Logistics Analysts,Maintain databases of logistics information.
15899,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Logistics Analysts,Maintain logistics records in accordance with corporate policies.
15902,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Logistics Analysts,"Compute reporting metrics, such as on-time delivery rates, order fulfillment rates, or inventory turns."
15903,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Logistics Analysts,"Interpret data on logistics elements, such as availability, maintainability, reliability, supply chain management, strategic sourcing or distribution, supplier management, or transportation."
15904,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Logistics Analysts,"Apply analytic methods or tools to understand, predict, or control logistics operations or processes."
15968,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Sustainability Specialists,Review and revise sustainability proposals or policies.
15969,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Sustainability Specialists,"Research or review regulatory, technical, or market issues related to sustainability."
15973,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Sustainability Specialists,Provide technical or administrative support for sustainability programs or issues.
15975,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Sustainability Specialists,Create or maintain plans or other documents related to sustainability projects.
15976,Not Intrapreneurial,Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,2,False,True,non_wawc,Sustainability Specialists,Develop reports or presentations to communicate the effectiveness of sustainability initiatives.
15978,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Sustainability Specialists,Collect information about waste stream management or green building practices to inform decision makers.
15979,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Sustainability Specialists,"Assess or propose sustainability initiatives, considering factors such as cost effectiveness, technical feasibility, and acceptance."
15980,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Sustainability Specialists,"Monitor or track sustainability indicators, such as energy usage, natural resource usage, waste generation, and recycling."
15983,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Financial Quantitative Analysts,Provide application or analytical support to researchers or traders on issues such as valuations or data.
15988,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Financial Quantitative Analysts,Produce written summary reports of financial research results.
15997,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Financial Quantitative Analysts,"Apply mathematical or statistical techniques to address practical issues in finance, such as derivative valuation, securities trading, risk management, or financial market regulation."
16135,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Business Intelligence Analysts,"Maintain library of model documents, templates, or other reusable knowledge assets."
16136,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Business Intelligence Analysts,"Identify or monitor current and potential customers, using business intelligence tools."
16140,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Business Intelligence Analysts,Manage timely flow of business intelligence information to users.
16143,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Business Intelligence Analysts,"Disseminate information regarding tools, reports, or metadata enhancements."
16146,Not Intrapreneurial,Not Intrapreneurial,Intrapreneurial,3,Not Intrapreneurial,2,False,True,non_wawc,Business Intelligence Analysts,"Collect business intelligence data from available industry reports, public information, field reports, or purchased sources."
16150,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Business Intelligence Analysts,"Generate standard or custom reports summarizing business, financial, or economic data for review by executives, managers, clients, and other stakeholders."
16151,Not Intrapreneurial,Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,2,False,True,non_wawc,Information Technology Project Managers,Perform risk assessments to develop response strategies.
16152,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Information Technology Project Managers,"Submit project deliverables, ensuring adherence to quality standards."
16157,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Information Technology Project Managers,Monitor or track project milestones and deliverables.
16159,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Information Technology Project Managers,"Initiate, review, or approve modifications to project plans."
16167,Intrapreneurial,Intrapreneurial,Not Intrapreneurial,3,Intrapreneurial,2,False,True,non_wawc,Information Technology Project Managers,"Assign duties, responsibilities, and spans of authority to project personnel."
16168,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Information Technology Project Managers,"Prepare project status reports by collecting, analyzing, and summarizing information and trends."
16170,Not Intrapreneurial,Not Intrapreneurial,Intrapreneurial,3,Not Intrapreneurial,2,False,True,non_wawc,Information Technology Project Managers,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing."
16171,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Information Technology Project Managers,Develop and manage work breakdown structure (WBS) of information technology projects.
16179,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Search Marketing Strategists,Propose online or multiple-sales-channel campaigns to marketing executives.
16182,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Search Marketing Strategists,Participate in the development or implementation of online marketing strategy.
16186,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Search Marketing Strategists,"Conduct market research analysis to identify search query trends, real-time search and news media activity, popular social media topics, electronic commerce trends, market opportunities, or competitor performance."
16190,Not Intrapreneurial,Not Intrapreneurial,Intrapreneurial,3,Not Intrapreneurial,2,False,True,non_wawc,Search Marketing Strategists,Optimize Web site exposure by analyzing search engine patterns to direct online placement of keywords or other content.
16191,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Search Marketing Strategists,"Conduct online marketing initiatives, such as paid ad placement, affiliate programs, sponsorship programs, email promotions, or viral marketing campaigns on social media Web sites."
16192,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Search Marketing Strategists,"Collect and analyze Web metrics, such as visits, time on site, page views per visit, transaction volume and revenue, traffic mix, click-through rates, conversion rates, cost per acquisition, or cost per click."
16194,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Video Game Designers,"Review or evaluate competitive products, film, music, television, and other art forms to generate new game design ideas."
16198,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Video Game Designers,Provide feedback to designers and other colleagues regarding game design features.
16199,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Video Game Designers,Balance and adjust gameplay experiences to ensure the critical and commercial success of the product.
16200,Not Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,2,False,True,non_wawc,Video Game Designers,Write or supervise the writing of game text and dialogue.
16201,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Video Game Designers,"Solicit, obtain, and integrate feedback from design and technical staff into original game design."
16202,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Video Game Designers,Provide feedback to production staff regarding technical game qualities or adherence to original design.
16203,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Video Game Designers,Prepare two-dimensional concept layouts or three-dimensional mock-ups.
16208,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Video Game Designers,"Devise missions, challenges, or puzzles to be encountered in game play."
16209,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Video Game Designers,"Develop and maintain design level documentation, including mechanics, guidelines, and mission outlines."
16211,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Video Game Designers,Create gameplay prototypes for presentation to creative and technical staff and management.
16212,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Video Game Designers,"Create and manage documentation, production schedules, prototyping goals, and communication plans in collaboration with production staff."
16214,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Video Game Designers,Conduct regular design reviews throughout the game development process.
16217,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Video Game Designers,"Create core game features, including storylines, role-play mechanics, and character biographies for a new video game or game franchise."
16246,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Biostatisticians,Calculate sample size requirements for clinical studies.
16249,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Biostatisticians,Write program code to analyze data with statistical analysis software.
16252,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Biostatisticians,Prepare tables and graphs to present clinical data or results.
16262,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Biostatisticians,Review clinical or other medical research protocols and recommend appropriate statistical analyses.
16265,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Biostatisticians,"Analyze clinical or survey data, using statistical approaches such as longitudinal analysis, mixed-effect modeling, logistic regression analyses, and model-building techniques."
16270,Intrapreneurial,Intrapreneurial,Not Intrapreneurial,3,Intrapreneurial,2,False,True,non_wawc,Clinical Data Managers,Develop technical specifications for data management programming and communicate needs to information technology staff.
16274,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Clinical Data Managers,"Track the flow of work forms, including in-house data flow or electronic forms transfer."
16277,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Clinical Data Managers,"Prepare data analysis listings and activity, performance, or progress reports."
16279,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Clinical Data Managers,Monitor work productivity or quality to ensure compliance with standard operating procedures.
16280,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Clinical Data Managers,"Generate data queries, based on validation checks or errors and omissions identified during data entry, to resolve identified problems."
16283,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Clinical Data Managers,Analyze clinical data using appropriate statistical tools.
16284,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Clinical Data Managers,"Process clinical data, including receipt, entry, verification, or filing of information."
16783,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,top20,Bioinformatics Scientists,Instruct others in the selection and use of bioinformatics tools.
16786,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,top20,Bioinformatics Scientists,Develop new software applications or customize existing applications to meet specific scientific project needs.
16788,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,top20,Bioinformatics Scientists,Create or modify web-based bioinformatics tools.
16790,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,top20,Bioinformatics Scientists,Create novel computational approaches and analytical tools as required by research goals.
16791,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,top20,Bioinformatics Scientists,"Compile data for use in activities, such as gene expression profiling, genome annotation, or structural bioinformatics."
16793,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,top20,Bioinformatics Scientists,"Manipulate publicly accessible, commercial, or proprietary genomic, proteomic, or post-genomic databases."
16795,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,top20,Bioinformatics Scientists,"Analyze large molecular datasets, such as raw microarray data, genomic sequence data, or proteomics data, for clinical or basic research purposes."
16807,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Molecular and Cellular Biologists,Maintain accurate laboratory records and data.
